epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,3049.1,1.47951,1.63237,1.80068,0.67489,0.68766,0.686,0.32949,1.67113,1.4903,1.95437,0.000643101,0.000643101,0.000643101
43,3145.36,1.46639,1.64039,1.80639,0.64056,0.7045,0.67856,0.30473,1.78245,1.60646,2.09076,0.000628101,0.000628101,0.000628101
44,3197.28,1.47337,1.65616,1.81206,0.80531,0.58121,0.73808,0.42271,1.44831,1.35261,1.80461,0.000612981,0.000612981,0.000612981
45,3249.6,1.46915,1.59623,1.80313,0.65274,0.72166,0.78112,0.45918,1.50558,1.32006,1.87398,0.000597754,0.000597754,0.000597754
46,3301.81,1.46213,1.58355,1.7977,0.59727,0.70533,0.73412,0.41726,1.50727,1.32388,1.83263,0.000582435,0.000582435,0.000582435
47,3353.82,1.46645,1.61747,1.80907,0.62234,0.7461,0.76719,0.44581,1.4726,1.26002,1.81242,0.00056704,0.00056704,0.00056704
48,3433.85,1.46183,1.59379,1.80281,0.60867,0.69965,0.75772,0.40552,1.45787,1.38723,1.81133,0.000551584,0.000551584,0.000551584
49,3536.89,1.46081,1.58767,1.78895,0.56127,0.70074,0.72879,0.42645,1.49208,1.32276,1.8305,0.000536081,0.000536081,0.000536081
50,3638.8,1.4435,1.57083,1.77262,0.68165,0.70066,0.72155,0.42431,1.52697,1.2831,1.82528,0.000520548,0.000520548,0.000520548
51,3691.06,1.43607,1.56119,1.78345,0.63408,0.71554,0.70245,0.32513,1.71057,1.56361,1.96669,0.000505,0.000505,0.000505
52,3745.14,1.44156,1.55816,1.77454,0.82728,0.60576,0.7432,0.45383,1.41899,1.21284,1.73671,0.000489452,0.000489452,0.000489452
53,3798.81,1.42113,1.53016,1.75841,0.89359,0.59401,0.76556,0.4171,1.54785,1.29832,1.85075,0.000473919,0.000473919,0.000473919
54,3852.47,1.43542,1.54604,1.76733,0.6827,0.76531,0.77307,0.42196,1.53179,1.27022,1.86091,0.000458416,0.000458416,0.000458416
55,3907.29,1.42143,1.52933,1.75278,0.65058,0.72526,0.75208,0.44318,1.44391,1.19996,1.74807,0.00044296,0.00044296,0.00044296
56,3961.29,1.41307,1.49173,1.75287,0.69945,0.75798,0.77655,0.45643,1.47309,1.23322,1.79233,0.000427565,0.000427565,0.000427565
57,4013.91,1.4062,1.49455,1.7437,0.72807,0.78348,0.8234,0.4606,1.45802,1.18762,1.71347,0.000412246,0.000412246,0.000412246
58,4066.93,1.40605,1.50771,1.74812,0.60932,0.68337,0.7366,0.4111,1.52378,1.39817,1.81937,0.000397019,0.000397019,0.000397019
59,4119.56,1.41057,1.50644,1.74615,0.67502,0.75961,0.76591,0.4624,1.43307,1.22848,1.73635,0.000381899,0.000381899,0.000381899
60,4173.41,1.40124,1.49457,1.73313,0.7703,0.66602,0.72361,0.43398,1.45892,1.25961,1.70517,0.000366899,0.000366899,0.000366899
61,4227.27,1.40377,1.46128,1.73875,0.61659,0.80194,0.80547,0.48399,1.47281,1.19149,1.75966,0.000352037,0.000352037,0.000352037
62,4281.25,1.38339,1.46387,1.72962,0.58423,0.70675,0.74657,0.45469,1.38445,1.22095,1.71807,0.000337325,0.000337325,0.000337325
63,4333.87,1.40284,1.4805,1.7432,0.71406,0.68294,0.77737,0.43424,1.47558,1.22915,1.76916,0.000322778,0.000322778,0.000322778
64,4386.69,1.38018,1.47159,1.72504,0.62868,0.72649,0.73416,0.43417,1.42286,1.26633,1.73966,0.000308412,0.000308412,0.000308412
65,4439.05,1.36037,1.44828,1.71067,0.77655,0.73069,0.79558,0.4594,1.48786,1.15322,1.76859,0.000294239,0.000294239,0.000294239
66,4492.59,1.363,1.4387,1.71367,0.64083,0.70386,0.74897,0.44788,1.45607,1.21083,1.74775,0.000280275,0.000280275,0.000280275
67,4546.13,1.38563,1.45183,1.72015,0.63649,0.75246,0.74538,0.42159,1.45944,1.24093,1.77945,0.000266532,0.000266532,0.000266532
68,4598.96,1.35529,1.42159,1.70752,0.71622,0.76773,0.78957,0.46426,1.49642,1.1531,1.8146,0.000253024,0.000253024,0.000253024
69,4651.29,1.35824,1.42091,1.71116,0.77417,0.74232,0.78754,0.47186,1.46759,1.1822,1.74931,0.000239766,0.000239766,0.000239766
70,4703.69,1.36063,1.43469,1.71508,0.66956,0.74906,0.797,0.50217,1.41866,1.12302,1.72285,0.000226769,0.000226769,0.000226769
71,4756.11,1.3485,1.41822,1.70081,0.8295,0.66215,0.7675,0.47226,1.43089,1.15297,1.72899,0.000214046,0.000214046,0.000214046
72,4808.46,1.34493,1.41353,1.69764,0.66722,0.7815,0.79957,0.48302,1.47076,1.15766,1.75355,0.000201611,0.000201611,0.000201611
73,4860.56,1.3553,1.4354,1.7115,0.69249,0.74719,0.77508,0.49463,1.41687,1.17694,1.72383,0.000189475,0.000189475,0.000189475
74,4912.61,1.34233,1.39822,1.6983,0.65398,0.78545,0.78045,0.46528,1.41862,1.15284,1.75632,0.000177651,0.000177651,0.000177651
75,4964.8,1.33319,1.39577,1.68612,0.75932,0.73398,0.79811,0.4703,1.48419,1.1516,1.80155,0.000166149,0.000166149,0.000166149
76,5016.74,1.32914,1.38262,1.69071,0.69155,0.77607,0.78758,0.47233,1.46513,1.18934,1.75286,0.000154982,0.000154982,0.000154982
77,5068.85,1.34973,1.39799,1.69499,0.64507,0.77813,0.77408,0.47499,1.47812,1.14147,1.78736,0.000144161,0.000144161,0.000144161
78,5121.02,1.33399,1.39657,1.69046,0.61456,0.77811,0.78551,0.49075,1.36329,1.17675,1.68575,0.000133695,0.000133695,0.000133695
79,5173.13,1.3125,1.36076,1.67753,0.64653,0.78037,0.77273,0.45983,1.54569,1.12916,1.84472,0.000123596,0.000123596,0.000123596
80,5225.22,1.33477,1.37436,1.69153,0.67925,0.78184,0.81158,0.48987,1.46776,1.15727,1.75993,0.000113873,0.000113873,0.000113873
81,5277.37,1.32092,1.36572,1.6815,0.67296,0.73587,0.78097,0.47532,1.45315,1.13546,1.76904,0.000104537,0.000104537,0.000104537
82,5329.46,1.31774,1.35944,1.6835,0.72048,0.79434,0.82716,0.50207,1.40392,1.09832,1.72591,9.55951e-05,9.55951e-05,9.55951e-05
83,5381.72,1.32368,1.37079,1.69076,0.75123,0.74159,0.80215,0.50439,1.42933,1.06705,1.75535,8.70577e-05,8.70577e-05,8.70577e-05
84,5433.85,1.30121,1.34422,1.667,0.7857,0.74596,0.81277,0.49699,1.43746,1.10962,1.74539,7.89327e-05,7.89327e-05,7.89327e-05
85,5485.91,1.3197,1.34901,1.6717,0.65828,0.78275,0.79185,0.48233,1.4503,1.10317,1.77152,7.12282e-05,7.12282e-05,7.12282e-05
86,5538.06,1.32018,1.34952,1.6784,0.67073,0.82712,0.80263,0.49376,1.40077,1.08974,1.72043,6.39518e-05,6.39518e-05,6.39518e-05
87,5590.2,1.30615,1.36736,1.67389,0.6556,0.78919,0.80516,0.48856,1.40129,1.10049,1.74112,5.71106e-05,5.71106e-05,5.71106e-05
88,5642.86,1.31809,1.36894,1.67941,0.71294,0.77834,0.80957,0.49335,1.44403,1.11682,1.77177,5.07115e-05,5.07115e-05,5.07115e-05
89,5695.38,1.30256,1.35886,1.66522,0.66901,0.78545,0.79718,0.47302,1.45146,1.08946,1.7906,4.47606e-05,4.47606e-05,4.47606e-05
90,5747.94,1.2978,1.32943,1.66342,0.68654,0.81496,0.80075,0.49364,1.43389,1.10904,1.75596,3.9264e-05,3.9264e-05,3.9264e-05
91,5798.31,1.34974,1.35385,1.70265,0.68054,0.79285,0.80657,0.48334,1.45823,1.11028,1.78537,3.4227e-05,3.4227e-05,3.4227e-05
92,5848.47,1.31421,1.29079,1.67777,0.66956,0.76366,0.80573,0.48995,1.42846,1.07345,1.76198,2.96546e-05,2.96546e-05,2.96546e-05
93,5898.86,1.3247,1.26635,1.68705,0.71434,0.80366,0.78936,0.48712,1.40901,1.08218,1.7381,2.55513e-05,2.55513e-05,2.55513e-05
94,5949.21,1.3164,1.26147,1.67861,0.73176,0.78545,0.82538,0.51174,1.42324,1.08223,1.73855,2.19212e-05,2.19212e-05,2.19212e-05
95,5999.84,1.30067,1.24849,1.66697,0.6942,0.76866,0.79887,0.48112,1.43003,1.09529,1.74873,1.87678e-05,1.87678e-05,1.87678e-05
96,6050.3,1.3018,1.24666,1.66258,0.70998,0.76865,0.81361,0.49488,1.42677,1.09245,1.74893,1.60943e-05,1.60943e-05,1.60943e-05
97,6100.82,1.31459,1.24461,1.66973,0.71944,0.7873,0.80577,0.48465,1.44594,1.08237,1.76904,1.39032e-05,1.39032e-05,1.39032e-05
98,6150.94,1.30168,1.22475,1.66309,0.72023,0.78857,0.79953,0.48217,1.44631,1.09028,1.76852,1.21968e-05,1.21968e-05,1.21968e-05
99,6201.1,1.30068,1.23578,1.65829,0.74097,0.76672,0.81046,0.48795,1.43481,1.07261,1.76821,1.09768e-05,1.09768e-05,1.09768e-05
100,6251.93,1.30348,1.2222,1.67013,0.73678,0.77328,0.80441,0.48998,1.43953,1.08143,1.76289,1.02443e-05,1.02443e-05,1.02443e-05
