epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,3814.33,1.47813,1.64423,1.81712,0.79666,0.60275,0.69588,0.40245,1.51201,1.42111,1.86492,0.000643101,0.000643101,0.000643101
43,3867.6,1.46985,1.65665,1.82372,0.45219,0.66147,0.5489,0.24704,1.82116,1.7102,2.19757,0.000628101,0.000628101,0.000628101
44,3982.41,1.4849,1.65379,1.82763,0.75299,0.60925,0.707,0.3434,1.63933,1.45454,1.94586,0.000612981,0.000612981,0.000612981
45,4035.62,1.46412,1.61187,1.81517,0.59638,0.77014,0.7614,0.40868,1.52398,1.26128,1.89462,0.000597754,0.000597754,0.000597754
46,4119.59,1.46844,1.61308,1.80856,0.45954,0.63346,0.6404,0.26345,1.72095,1.63055,2.03575,0.000582435,0.000582435,0.000582435
47,4240.91,1.46453,1.62667,1.80938,0.5092,0.7561,0.74124,0.3703,1.65761,1.36073,1.95712,0.00056704,0.00056704,0.00056704
48,4326.94,1.46134,1.58644,1.80194,0.74312,0.55498,0.66973,0.35258,1.60236,1.48353,1.93607,0.000551584,0.000551584,0.000551584
49,4468.77,1.45672,1.60055,1.79839,0.65716,0.75793,0.7751,0.41845,1.59702,1.31135,1.91249,0.000536081,0.000536081,0.000536081
50,4574.07,1.44214,1.57105,1.78577,0.82995,0.63333,0.69832,0.41519,1.5129,1.2642,1.82649,0.000520548,0.000520548,0.000520548
51,4657.13,1.4318,1.58706,1.79037,0.56315,0.7974,0.75738,0.44369,1.34782,1.25147,1.7145,0.000505,0.000505,0.000505
52,4748.55,1.42972,1.56588,1.78766,0.85714,0.60091,0.70807,0.39961,1.49387,1.32177,1.81616,0.000489452,0.000489452,0.000489452
53,4801.93,1.42122,1.54182,1.77391,0.56744,0.72748,0.71894,0.36789,1.581,1.36489,1.89232,0.000473919,0.000473919,0.000473919
54,4906.63,1.43055,1.54505,1.77914,0.67403,0.76791,0.80712,0.45623,1.54289,1.23308,1.87095,0.000458416,0.000458416,0.000458416
55,5003.78,1.41566,1.52939,1.75973,0.88977,0.63237,0.79694,0.45651,1.4034,1.18807,1.72205,0.00044296,0.00044296,0.00044296
56,5116.44,1.40526,1.50979,1.7589,0.52874,0.81928,0.74385,0.43651,1.40247,1.22641,1.74624,0.000427565,0.000427565,0.000427565
57,5215.73,1.40628,1.50167,1.75389,0.67105,0.78247,0.78143,0.43855,1.43488,1.20019,1.76535,0.000412246,0.000412246,0.000412246
58,5319.77,1.40178,1.51038,1.75006,0.65918,0.72513,0.77014,0.39812,1.52401,1.30402,1.82135,0.000397019,0.000397019,0.000397019
59,5375.01,1.40681,1.50066,1.75065,0.55321,0.79951,0.77903,0.45103,1.40879,1.19837,1.74198,0.000381899,0.000381899,0.000381899
60,5431.58,1.39853,1.5025,1.7456,0.81413,0.59627,0.68366,0.4121,1.44686,1.27674,1.76925,0.000366899,0.000366899,0.000366899
61,5487.72,1.39518,1.47052,1.74434,0.50561,0.82462,0.74603,0.43584,1.41675,1.18916,1.73178,0.000352037,0.000352037,0.000352037
62,5542.95,1.37977,1.47447,1.74306,0.56104,0.77468,0.73013,0.43038,1.48239,1.18582,1.82772,0.000337325,0.000337325,0.000337325
63,5598.24,1.4017,1.48708,1.75156,0.60336,0.75351,0.72086,0.45477,1.36976,1.18743,1.74912,0.000322778,0.000322778,0.000322778
64,5652.57,1.38372,1.48387,1.73889,0.5669,0.73291,0.74816,0.42015,1.56019,1.29463,1.92752,0.000308412,0.000308412,0.000308412
65,5708.77,1.36549,1.45601,1.72264,0.58496,0.76884,0.73312,0.44475,1.41825,1.21958,1.78699,0.000294239,0.000294239,0.000294239
66,5763.21,1.3577,1.44944,1.72376,0.82074,0.64549,0.73257,0.42255,1.48443,1.2399,1.81932,0.000280275,0.000280275,0.000280275
67,5817.78,1.37864,1.4524,1.72973,0.57962,0.76595,0.77776,0.40555,1.52502,1.28585,1.87544,0.000266532,0.000266532,0.000266532
68,5871.03,1.35399,1.42363,1.71599,0.82883,0.66367,0.75616,0.45483,1.39525,1.19213,1.73263,0.000253024,0.000253024,0.000253024
69,5924.66,1.35195,1.42978,1.71538,0.57085,0.81739,0.74894,0.4615,1.37768,1.12793,1.69807,0.000239766,0.000239766,0.000239766
70,5978.11,1.35031,1.43758,1.71658,0.56833,0.85813,0.75336,0.45881,1.35759,1.14648,1.71352,0.000226769,0.000226769,0.000226769
71,6031.88,1.35383,1.41965,1.71715,0.5794,0.78555,0.78306,0.45296,1.45963,1.19035,1.81704,0.000214046,0.000214046,0.000214046
72,6085.42,1.33438,1.41743,1.70075,0.73271,0.73802,0.76022,0.45174,1.43149,1.15149,1.7674,0.000201611,0.000201611,0.000201611
73,6139.03,1.35708,1.44323,1.71791,0.58992,0.80215,0.76644,0.45972,1.35967,1.15998,1.71999,0.000189475,0.000189475,0.000189475
74,6192.78,1.33457,1.39026,1.70426,0.57605,0.82119,0.77496,0.4617,1.40934,1.1467,1.77926,0.000177651,0.000177651,0.000177651
75,6246.53,1.32763,1.39571,1.69991,0.62704,0.72259,0.76115,0.46703,1.37845,1.17728,1.72059,0.000166149,0.000166149,0.000166149
76,6300.1,1.32668,1.38559,1.69493,0.56587,0.77565,0.74873,0.45881,1.38693,1.18745,1.72566,0.000154982,0.000154982,0.000154982
77,6356.28,1.33627,1.39261,1.69683,0.61178,0.80569,0.77218,0.45378,1.41395,1.13597,1.79151,0.000144161,0.000144161,0.000144161
78,6410.15,1.32669,1.39704,1.69315,0.58737,0.78344,0.76517,0.46225,1.36975,1.16234,1.71869,0.000133695,0.000133695,0.000133695
79,6463.91,1.31071,1.35495,1.6834,0.5834,0.80211,0.77005,0.45369,1.3957,1.16713,1.77913,0.000123596,0.000123596,0.000123596
80,6517.45,1.32958,1.38232,1.69326,0.66386,0.68051,0.75252,0.44432,1.45037,1.15551,1.80644,0.000113873,0.000113873,0.000113873
81,6571.18,1.31275,1.3623,1.68314,0.55759,0.82143,0.76294,0.47652,1.37465,1.14588,1.7277,0.000104537,0.000104537,0.000104537
82,6624.58,1.31487,1.35659,1.6913,0.66599,0.68335,0.77757,0.4703,1.35379,1.14431,1.71487,9.55951e-05,9.55951e-05,9.55951e-05
83,6678.19,1.31943,1.3704,1.68933,0.60534,0.79033,0.75964,0.47372,1.36203,1.14204,1.73275,8.70577e-05,8.70577e-05,8.70577e-05
84,6731.92,1.29518,1.34592,1.67364,0.62269,0.84702,0.77202,0.47022,1.37181,1.17844,1.7298,7.89327e-05,7.89327e-05,7.89327e-05
85,6787.49,1.31212,1.35849,1.68291,0.5451,0.79597,0.74864,0.43997,1.41261,1.15431,1.77398,7.12282e-05,7.12282e-05,7.12282e-05
86,6840.97,1.31534,1.35257,1.68699,0.58914,0.81651,0.75935,0.46804,1.35592,1.13072,1.72695,6.39518e-05,6.39518e-05,6.39518e-05
87,6894.54,1.30526,1.36272,1.6808,0.60527,0.84026,0.78591,0.46819,1.35643,1.14257,1.72936,5.71106e-05,5.71106e-05,5.71106e-05
88,6948.09,1.31113,1.36791,1.68315,0.59873,0.79425,0.75099,0.45558,1.3623,1.15135,1.72636,5.07115e-05,5.07115e-05,5.07115e-05
89,7025.05,1.29195,1.35266,1.66658,0.60935,0.87021,0.79389,0.46295,1.38144,1.13684,1.76572,4.47606e-05,4.47606e-05,4.47606e-05
90,7078.98,1.29101,1.32403,1.66872,0.57345,0.80054,0.75369,0.4624,1.37171,1.13934,1.72277,3.9264e-05,3.9264e-05,3.9264e-05
91,7130.44,1.34883,1.3462,1.71318,0.71931,0.67507,0.77723,0.4608,1.40137,1.14994,1.78522,3.4227e-05,3.4227e-05,3.4227e-05
92,7181.93,1.30331,1.27475,1.68041,0.59231,0.81508,0.77706,0.46414,1.36731,1.14451,1.73466,2.96546e-05,2.96546e-05,2.96546e-05
93,7258.78,1.30162,1.24983,1.68129,0.55936,0.84265,0.786,0.47654,1.35216,1.13768,1.72599,2.55513e-05,2.55513e-05,2.55513e-05
94,7310.6,1.3085,1.25338,1.67878,0.90413,0.65947,0.78514,0.47588,1.35471,1.13166,1.73307,2.19212e-05,2.19212e-05,2.19212e-05
95,7394.34,1.29612,1.23561,1.66629,0.58051,0.86502,0.79543,0.47825,1.37683,1.11469,1.76048,1.87678e-05,1.87678e-05,1.87678e-05
96,7445.58,1.29169,1.23832,1.66322,0.60593,0.82619,0.78017,0.46595,1.36071,1.12975,1.73325,1.60943e-05,1.60943e-05,1.60943e-05
97,7497.22,1.30083,1.23233,1.67705,0.87224,0.66799,0.781,0.47661,1.36451,1.1199,1.73635,1.39032e-05,1.39032e-05,1.39032e-05
98,7572.32,1.28681,1.22677,1.66223,0.86155,0.6713,0.77825,0.47275,1.3565,1.12468,1.72549,1.21968e-05,1.21968e-05,1.21968e-05
99,7648.94,1.28558,1.22787,1.65738,0.88224,0.6638,0.78576,0.47795,1.37138,1.11435,1.75421,1.09768e-05,1.09768e-05,1.09768e-05
100,7700.1,1.29397,1.21964,1.67253,0.59273,0.82611,0.79819,0.47475,1.37554,1.11127,1.75884,1.02443e-05,1.02443e-05,1.02443e-05
